CogName,Description,Author,Tags,Repo
ExampleCog,"An example of a Discord Cog, ready and signed for YoBot use. This is also an example of a Cog submission.",RareMojo,Tutorial,https://github.com/RareMojo/YoBot-ExampleCog.git
